Country Code,Country,Year,Agriculture_fossil_co2,Buildings_fossil_co2,Dom_Avi_fossil_co2,Dom_Ship_fossil_co2,Energy_fossil_co2,Industry_fossil_co2,Transport_fossil_co2,Waste_fossil_co2,Agriculture_ch4_ar5,Buildings_ch4_ar5,Dom_Avi_ch4_ar5,Dom_Ship_ch4_ar5,Energy_ch4_ar5,Industry_ch4_ar5,Transport_ch4_ar5,Waste_ch4_ar5,Agriculture_n2o_ar5,Buildings_n2o_ar5,Dom_Avi_n2o_ar5,Dom_Ship_n2o_ar5,Energy_n2o_ar5,Indirect_n2o_ar5,Industry_n2o_ar5,Transport_n2o_ar5,Waste_n2o_ar5,Industry_f_gases_ar5,Agriculture_GWP_100_AR5_GHG,Buildings_GWP_100_AR5_GHG,Dom_Avi_GWP_100_AR5_GHG,Dom_Ship_GWP_100_AR5_GHG,Energy_GWP_100_AR5_GHG,Indirect_GWP_100_AR5_GHG,Industry_GWP_100_AR5_GHG,Transport_GWP_100_AR5_GHG,Waste_GWP_100_AR5_GHG,total_GWP_100_AR5_GHG,GDP,GDP_Per_Capita,Labour_Force,Population
GRC,Greece,2002,329.99999892200003,12304.1394087,0.0,0.0,44917.64990399,20489.83723004,16925.354726999998,0.32532499899999995,4878.70239983,263.103547213,0.0,0.0,20.529867109,3620.93631949,103.42103804,4791.26758983,3041.8026609,326.25559661,0.0,0.0,143.02677569300002,440.80901303,702.0642957289999,203.858311949,215.757954732,5491.897662269999,8250.505059430001,12893.498551800001,0.0,0.0,45081.20655298,440.80901303,30304.735508,17232.6340776,5007.35086976,119210.73963699999,150254000000.0,13782.19564,4692781.0,10902022
GRC,Greece,2003,333.142856037,14198.5345895,0.0,0.0,46185.59076412,20131.765977670002,17948.2913359,0.5916625,4840.66289365,263.472643687,0.0,0.0,21.140176248,3508.84914001,102.84642050000001,5112.22049732,3077.19555699,355.11752906000004,0.0,0.0,146.3899326,442.83107306,657.895127409,209.016364327,217.596353973,4964.87959882,8251.00130715,14817.1247615,0.0,0.0,46353.120871989995,442.83107306,29263.3898441,18260.1541202,5330.40851497,122718.030493,196931000000.0,18020.61204,4751371.0,10928070
GRC,Greece,2004,298.57142747,13397.2514643,0.0,0.0,46817.27765868,19669.78232388,18055.2304108,0.7293000000000001,4906.86734016,263.671798794,0.0,0.0,21.862142933,3546.74453041,98.982346877,5213.69902308,2911.12374363,308.011749855,0.0,0.0,148.870427049,436.21218838,632.453090053,206.52098207,218.86165394,5399.862122959999,8116.56251069,13968.9350125,0.0,0.0,46988.01022997,436.21218838,29248.842067999998,18360.7337406,5433.28997741,122552.585724,234980000000.0,21449.25528,4833969.0,10955141
GRC,Greece,2005,298.57142747,14051.1014779,0.0,0.0,47293.02026742,20196.12118809,18532.1788829,1.372318565,4804.61156401,266.856052128,0.0,0.0,22.287752476,3516.74826979,97.140981056,5604.95852531,2880.02548415,315.663218795,0.0,0.0,149.324640262,431.17019327,632.187349725,207.89990032199998,218.04957464600002,5392.5383787499995,7983.20847476,14633.620749,0.0,0.0,47464.632663719996,431.17019327,29737.5951869,18837.219764100002,5824.38041851,124911.827452,242316000000.0,22054.13158,4871505.0,10987314
GRC,Greece,2006,252.99999917899999,13941.522075500001,0.0,0.0,44924.0293139,20970.20393677,18962.0908389,1.6625251479999998,4848.87514749,266.54700913,0.0,0.0,22.32187754,3422.14317115,95.14721584,5877.31875918,2756.79113109,327.38678897,0.0,0.0,137.98997595,433.0422026,544.722576304,205.719462305,222.68657219099998,3312.32164211,7858.666278119999,14535.4558727,0.0,0.0,45084.34116941,433.0422026,28249.391325,19262.9575181,6101.66785642,121525.522216,269073000000.0,24416.0233,4920904.0,11020362
GRC,Greece,2007,241.999998871,12676.2323662,0.0,0.0,48087.16363098,22113.16593204,19710.8925709,2.227222615,4933.69877906,295.57533791,0.0,0.0,25.291034884,3458.31550349,95.881829102,5766.50626343,2803.42316394,299.708279287,0.0,0.0,144.311331542,448.38975617,547.068592125,206.504257683,222.125156312,3910.28460292,7979.12194139,13271.515982699999,0.0,0.0,48256.766000100004,448.38975617,30028.8346307,20013.2786581,5990.8586426599995,125988.76561999999,314227000000.0,28440.76253,4926848.0,11048473
GRC,Greece,2008,144.571428009,12399.6930773,0.0,0.0,47894.417043049994,19191.16894628,19288.570584,2.607836182,4971.92593465,247.76733055600002,0.0,0.0,25.330391088,3358.38774882,90.552410556,5888.66847697,2504.43581933,284.453381632,0.0,0.0,142.115696291,406.45530445,529.5444687270001,196.23829092900002,223.039364092,3953.2624961,7620.93318149,12931.9137907,0.0,0.0,48061.86313744,406.45530445,27032.3636596,19575.3612882,6114.31567669,121743.206039,351121000000.0,31695.83311,4948462.0,11077841
GRC,Greece,2009,193.285713454,10613.125562700001,0.0,0.0,45187.90170238,15412.91342081,21112.5154798,8.850822415,4833.39245367,219.296167949,0.0,0.0,21.55903989,3325.40097354,90.883318217,5548.15945493,2631.98897359,227.832800424,0.0,0.0,140.632096035,428.29950302,476.196629234,199.427756311,216.164768696,4130.62048209,7658.667141010001,11060.2545305,0.0,0.0,45350.09282901,428.29950302,23345.1315074,21402.8265556,5773.175047090001,115018.447117,326829000000.0,29425.45732,5000038.0,11107017
GRC,Greece,2010,241.999998873,9475.0960901,0.0,0.0,42036.52410904,15346.92844978,18990.809108,4.525228112,4897.457206,224.246323862,0.0,0.0,22.339649791,3127.56002542,81.746843981,5240.40980294,2697.67717743,206.095898064,0.0,0.0,130.267674945,375.18615696,530.934865198,173.255818107,222.51977893,4501.31253714,7837.134382820001,9905.438310900001,0.0,0.0,42189.13144101,375.18615696,23506.7358785,19245.8117687,5467.4548097,108526.892744,296418000000.0,26653.0488,5021719.0,11121341
GRC,Greece,2011,201.666663534,11483.062326,0.0,0.0,42683.80492379,12123.388401970002,17340.8495595,3.997186722,4865.91458583,295.281412873,0.0,0.0,23.393547104,3156.45480356,82.444513555,4958.58176226,2604.0070948499997,183.581411051,0.0,0.0,130.266884995,336.342431779,567.925358187,152.540959222,220.902857398,4790.88588911,7671.58834397,11961.9251493,0.0,0.0,42837.46535288,336.342431779,20638.6544521,17575.835032,5183.48180619,106205.292566,283228000000.0,25504.78665,4943412.0,11104899
